61	16	107	\N	1987-02-01	1987-02-10	\N	1993-05-22	f	f	\N	f	\N	98	\N	\N	\N	\N
62	16	79	\N	1987-02-01	1987-02-10	\N	1993-11-10	f	f	\N	f	\N	64	\N	\N	\N	\N
64	16	80	\N	1987-02-01	1987-02-10	\N	1993-06-02	f	f	\N	f	\N	58	\N	\N	\N	\N
65	16	27	\N	1987-02-01	1987-02-10	\N	1993-05-10	f	f	\N	f	\N	62	\N	\N	\N	\N
66	16	81	\N	1987-02-01	1987-02-10	\N	1993-05-08	f	f	\N	f	\N	60	\N	\N	\N	\N
69	17	67	\N	1987-02-06	1987-02-06	\N	1993-05-07	f	f	\N	f	\N	9	\N	\N	\N	\N
72	17	12	\N	1987-02-06	1987-02-06	\N	1993-05-31	f	f	\N	f	\N	5	\N	\N	\N	\N
73	17	36	\N	1987-02-06	\N	\N	1993-07-27	f	f	\N	f	\N	18	\N	\N	\N	\N
76	17	18	\N	1987-02-06	1987-02-06	\N	1993-05-08	f	f	\N	f	\N	4	\N	\N	\N	\N
77	17	82	\N	1987-02-06	1987-02-06	\N	1993-05-07	f	f	\N	f	\N	22	\N	\N	\N	\N
78	17	101	\N	1987-02-06	1987-02-06	\N	1993-05-06	f	f	\N	f	\N	21	\N	\N	\N	\N
79	17	78	\N	1987-02-06	1987-02-06	\N	1988-07-05	f	f	\N	f	\N	15	\N	\N	\N	\N
80	17	96	\N	1987-02-06	1987-02-06	\N	1993-05-22	f	f	\N	f	\N	17	\N	\N	\N	\N
82	17	15	\N	1987-02-06	1987-02-06	\N	1993-05-06	f	f	\N	f	\N	3	\N	\N	\N	\N
83	17	87	\N	1987-02-06	1987-02-06	\N	1993-05-22	f	f	\N	f	\N	12	\N	\N	\N	\N
84	17	77	\N	1987-02-06	1987-02-06	\N	1993-05-11	f	f	\N	f	\N	2	\N	\N	\N	\N
86	18	82	\N	1987-02-06	1987-02-06	\N	1993-05-07	f	f	\N	f	\N	22	\N	\N	\N	\N
88	18	101	\N	1987-02-06	1987-02-06	\N	1993-05-06	f	f	\N	f	\N	21	\N	\N	\N	\N
89	18	12	\N	1987-02-06	1987-02-06	\N	1993-05-31	f	f	\N	f	\N	5	\N	\N	\N	\N
91	18	67	\N	1987-02-06	1987-02-06	\N	1993-05-07	f	f	\N	f	\N	9	\N	\N	\N	\N
96	18	96	\N	1987-02-06	1987-02-06	\N	1993-05-22	f	f	\N	f	\N	17	\N	\N	\N	\N
98	18	15	\N	1987-02-06	1987-02-06	\N	1993-05-06	f	f	\N	f	\N	3	\N	\N	\N	\N
99	18	18	\N	1987-02-06	1987-02-06	\N	1993-05-08	f	f	\N	f	\N	4	\N	\N	\N	\N
101	18	77	\N	1987-02-06	1987-02-06	\N	1993-05-11	f	f	\N	f	\N	2	\N	\N	\N	\N
102	18	87	\N	1987-02-06	1987-02-06	\N	1993-05-22	f	f	\N	f	\N	12	\N	\N	\N	\N
106	51	39	29	1987-02-25	\N	\N	1993-06-15	f	f	\N	f	\N	1	\N	\N	\N	\N
107	64	54	\N	1987-03-27	1987-03-30	\N	1993-07-21	f	f	\N	f	\N	682	\N	\N	\N	\N
110	64	101	\N	1987-03-27	1988-10-22	\N	1993-05-06	f	f	\N	f	\N	680	\N	\N	\N	\N
111	64	59	\N	1987-03-27	1987-03-30	\N	1993-05-16	f	f	\N	f	\N	685	\N	\N	\N	\N
112	64	41	\N	1987-03-27	1987-03-30	\N	1993-06-06	f	f	\N	f	\N	683	\N	\N	\N	\N
113	64	60	\N	1987-03-27	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	681	\N	\N	\N	\N
114	66	41	\N	1987-04-03	1987-04-04	\N	1993-06-06	f	f	\N	f	\N	721	\N	\N	\N	\N
115	66	60	\N	1987-04-03	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	714	\N	\N	\N	\N
118	66	42	\N	1987-04-03	1987-04-04	\N	1993-08-01	f	f	\N	f	\N	41	\N	\N	\N	\N
119	66	39	41	1987-04-03	\N	\N	1993-06-15	f	f	\N	f	\N	713	\N	\N	\N	\N
120	66	54	\N	1987-04-03	1987-04-04	\N	1993-07-21	f	f	\N	f	\N	719	\N	\N	\N	\N
122	66	61	\N	1987-04-03	1987-04-04	\N	1993-05-12	f	f	\N	f	\N	718	\N	\N	\N	\N
123	67	60	\N	1987-04-03	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	644	\N	\N	\N	\N
124	68	54	\N	1987-04-28	1987-04-28	\N	1993-07-21	f	f	\N	f	\N	968	\N	\N	\N	\N
125	68	60	\N	1987-04-28	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	973	\N	\N	\N	\N
127	68	39	41	1987-04-28	\N	\N	1993-06-15	f	f	\N	f	\N	976	\N	\N	\N	\N
129	68	101	\N	1987-04-28	1988-10-22	\N	1993-05-06	f	f	\N	f	\N	972	\N	\N	\N	\N
24	16	102	\N	1987-02-01	1987-02-10	\N	1993-05-11	f	f	\N	f	\N	87	\N	\N	\N	\N
28	16	49	\N	1987-02-01	2003-02-24	\N	2003-02-24	f	f	\N	f	\N	18	\N	\N	\N	\N
131	68	39	41	1987-04-28	\N	\N	1993-06-15	f	f	\N	f	\N	975	\N	\N	\N	\N
132	68	24	\N	1987-04-28	1991-09-27	\N	1993-07-17	f	f	\N	f	\N	971	\N	\N	\N	\N
133	68	32	\N	1987-04-28	1987-04-28	\N	1993-05-24	f	f	\N	f	\N	969	\N	\N	\N	\N
135	70	54	\N	1987-05-20	1987-05-26	\N	1993-07-21	f	f	\N	f	\N	957	\N	\N	\N	\N
136	70	98	\N	1987-05-20	1987-05-26	\N	1993-08-01	f	f	\N	f	\N	958	\N	\N	\N	\N
90	18	10	\N	1987-02-06	1987-02-06	\N	1993-05-20	f	f	\N	t	\N	10	\N	\N	\N	\N
36	16	10	\N	1987-02-01	\N	\N	1993-07-27	f	f	\N	f	\N	119	\N	\N	\N	\N
87	18	10	\N	1987-02-06	\N	\N	1993-07-27	f	f	\N	f	\N	19	\N	\N	\N	\N
8	16	98	\N	1987-02-01	1987-02-10	\N	1993-05-16	f	f	\N	t	\N	96	\N	\N	\N	\N
103	18	39	41	1987-02-06	2020-02-12	\N	\N	f	f	\N	f	\N	24	\N	\N	\N	\N
35	16	61	\N	1987-02-01	2016-01-19	\N	2020-01-10	f	f	\N	f	\N	121	\N	\N	\N	\N
100	18	39	41	1987-02-06	2020-10-07	\N	\N	f	f	\N	f	\N	18	\N	\N	\N	\N
34	16	39	41	1987-02-01	2020-10-07	\N	\N	f	f	\N	f	\N	118	\N	\N	\N	\N
38	16	39	41	1987-02-01	2020-10-07	\N	\N	f	f	\N	f	\N	103	\N	\N	\N	\N
92	18	39	41	1987-02-06	2020-10-07	\N	\N	f	f	\N	f	\N	20	\N	\N	\N	\N
39	16	39	41	1987-02-01	2020-10-07	\N	\N	f	f	\N	f	\N	100	\N	\N	\N	\N
33	16	40	39	1987-02-01	2020-11-10	\N	\N	f	f	\N	f	\N	19	\N	\N	10	\N
126	68	39	41	1987-04-28	\N	\N	2020-10-01	f	f	\N	f	\N	974	\N	\N	\N	\N
128	68	40	17	1987-04-28	2020-11-10	\N	\N	f	f	\N	f	\N	970	\N	\N	4	\N
116	66	32	\N	1987-04-03	1987-04-04	\N	1993-05-24	f	f	\N	f	\N	508	\N	\N	\N	\N
70	17	110	\N	1987-02-06	1989-10-10	\N	1994-04-28	f	f	\N	f	\N	23	\N	\N	\N	\N
93	18	110	\N	1987-02-06	1989-10-10	\N	1994-04-28	f	f	\N	f	\N	23	\N	\N	\N	\N
117	66	110	\N	1987-04-03	\N	\N	1993-06-15	f	f	\N	f	\N	715	\N	\N	\N	\N
41	16	98	\N	1987-02-01	1987-02-10	\N	1993-05-14	f	f	\N	f	\N	16	\N	\N	\N	\N
68	17	98	\N	1987-02-06	1987-02-06	\N	1993-05-14	f	f	\N	f	\N	16	\N	\N	\N	\N
104	18	98	\N	1987-02-06	1987-02-06	\N	1993-05-14	f	f	\N	f	\N	16	\N	\N	\N	\N
109	64	98	\N	1987-03-27	1987-03-30	\N	1993-08-01	f	f	\N	f	\N	679	\N	\N	\N	\N
10	16	39	41	1987-02-01	1987-02-10	\N	2022-09-05	f	f	\N	f	\N	73	\N	\N	\N	\N
121	66	40	70	1987-04-03	\N	\N	2023-01-17	f	f	\N	f	\N	716	\N	\N	2	\N
74	17	75	\N	1987-02-06	1987-02-06	\N	1993-05-02	f	f	\N	t	2023-09-18	6	\N	\N	\N	\N
97	18	75	\N	1987-02-06	1987-02-06	\N	1993-05-02	f	f	\N	t	2023-09-18	6	\N	\N	\N	\N
63	16	75	\N	1987-02-01	1987-02-10	\N	1993-05-02	f	f	\N	t	2023-09-18	6	\N	\N	\N	\N
13	16	24	\N	1987-02-01	1992-09-22	\N	2003-08-09	f	f	\N	f	\N	120	\N	\N	\N	\N
130	68	110	\N	1987-04-28	1989-10-12	\N	1994-04-28	f	f	\N	f	\N	977	\N	\N	\N	\N
25	16	36	\N	1987-02-01	2019-03-07	\N	\N	f	f	\N	f	\N	77	\N	\N	\N	\N
67	16	113	\N	1987-02-01	1987-02-10	\N	1994-04-28	f	f	\N	f	\N	86	\N	\N	\N	\N
71	17	39	41	1987-02-06	2024-09-17	\N	1993-05-20	f	f	\N	f	\N	1	\N	\N	\N	\N
60	16	132	\N	1987-02-01	1987-02-10	\N	1993-05-11	f	f	\N	f	\N	63	\N	\N	\N	\N
137	70	60	\N	1987-05-20	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	960	\N	\N	\N	\N
139	70	24	\N	1987-05-20	1991-09-27	\N	1993-07-17	f	f	\N	f	\N	961	\N	\N	\N	\N
140	71	98	\N	1987-05-20	1987-05-26	\N	1993-08-01	f	f	\N	f	\N	947	\N	\N	\N	\N
141	71	54	\N	1987-05-20	1987-05-26	\N	1993-07-21	f	f	\N	f	\N	948	\N	\N	\N	\N
142	71	59	\N	1987-05-20	1987-05-26	\N	1993-05-16	f	f	\N	f	\N	946	\N	\N	\N	\N
143	72	60	\N	1987-05-20	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	986	\N	\N	\N	\N
145	73	54	\N	1987-05-20	1987-05-26	\N	1993-07-21	f	f	\N	f	\N	1007	\N	\N	\N	\N
146	73	98	\N	1987-05-20	1987-05-26	\N	1993-08-01	f	f	\N	f	\N	1008	\N	\N	\N	\N
147	139	60	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
148	139	48	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
150	139	36	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
152	139	62	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
153	139	54	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
154	139	37	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
155	139	27	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
156	139	38	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
157	139	26	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
158	139	47	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
159	139	99	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
160	139	100	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
161	139	59	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
162	139	106	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
163	139	52	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
164	139	44	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
165	139	102	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
166	139	61	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
169	139	108	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
170	139	101	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
171	139	103	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
173	139	55	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
174	139	107	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
175	139	41	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
176	139	24	\N	1987-06-04	1991-09-27	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
177	139	42	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
178	4	60	\N	1987-06-05	1987-10-14	\N	1993-05-02	f	f	\N	f	\N	6	\N	\N	\N	\N
179	46	60	\N	1987-06-05	1987-10-14	\N	1993-05-02	f	f	\N	f	\N	498	\N	\N	\N	\N
180	12	26	\N	1987-06-12	1987-06-12	\N	1993-05-09	f	f	\N	f	\N	263	\N	\N	\N	\N
181	12	48	\N	1987-06-12	1987-06-12	\N	1993-05-20	f	f	\N	f	\N	37	\N	\N	\N	\N
182	12	47	\N	1987-06-12	1987-06-12	\N	1993-08-18	f	f	\N	f	\N	205	\N	\N	\N	\N
183	12	41	\N	1987-06-12	1987-06-12	\N	1993-06-06	f	f	\N	f	\N	258	\N	\N	\N	\N
184	12	103	\N	1987-06-12	1987-06-12	\N	1994-04-28	f	f	\N	f	\N	267	\N	\N	\N	\N
185	12	99	\N	1987-06-12	1987-06-12	\N	1993-08-30	f	f	\N	f	\N	206	\N	\N	\N	\N
186	12	62	\N	1987-06-12	1987-06-12	\N	1993-05-16	f	f	\N	f	\N	204	\N	\N	\N	\N
187	12	32	\N	1987-06-12	1987-06-12	\N	1993-05-24	f	f	\N	f	\N	261	\N	\N	\N	\N
188	12	39	41	1987-06-12	1987-06-12	\N	1993-06-15	f	f	\N	f	\N	203	\N	\N	\N	\N
189	12	27	\N	1987-06-12	1987-06-12	\N	1993-05-10	f	f	\N	f	\N	256	\N	\N	\N	\N
190	12	108	\N	1987-06-12	1987-06-12	\N	1993-05-08	f	f	\N	f	\N	264	\N	\N	\N	\N
191	12	63	\N	1987-06-12	1987-06-12	\N	1993-07-02	f	f	\N	f	\N	265	\N	\N	\N	\N
192	12	44	\N	1987-06-12	1987-06-12	\N	1993-05-20	f	f	\N	f	\N	259	\N	\N	\N	\N
195	12	107	\N	1987-06-12	1987-06-12	\N	1993-05-22	f	f	\N	f	\N	266	\N	\N	\N	\N
196	12	101	\N	1987-06-12	1987-06-12	\N	1993-05-06	f	f	\N	f	\N	207	\N	\N	\N	\N
198	12	39	41	1987-06-12	1987-06-12	\N	1993-06-15	f	f	\N	f	\N	38	\N	\N	\N	\N
200	12	100	\N	1987-06-12	1987-06-12	\N	1993-05-08	f	f	\N	f	\N	255	\N	\N	\N	\N
201	12	38	\N	1987-06-12	1987-06-12	\N	1993-05-22	f	f	\N	f	\N	257	\N	\N	\N	\N
202	12	84	\N	1987-06-19	1987-06-19	\N	1993-05-25	f	f	\N	f	\N	670	\N	\N	\N	\N
204	12	54	\N	1987-06-19	1987-06-19	\N	1993-07-21	f	f	\N	f	\N	649	\N	\N	\N	\N
205	12	52	\N	1987-06-19	1987-06-19	\N	1993-05-19	f	f	\N	f	\N	657	\N	\N	\N	\N
209	12	89	\N	1987-06-19	1987-06-19	\N	1993-05-08	f	f	\N	f	\N	673	\N	\N	\N	\N
211	12	55	\N	1987-06-19	1987-06-19	\N	1993-06-08	f	f	\N	f	\N	646	\N	\N	\N	\N
213	12	91	\N	1987-06-19	1987-06-19	\N	1994-04-28	f	f	\N	f	\N	667	\N	\N	\N	\N
214	12	42	\N	1987-06-19	1987-06-19	\N	1993-08-01	f	f	\N	f	\N	651	\N	\N	\N	\N
216	12	80	\N	1987-06-19	1987-06-19	\N	1993-06-02	f	f	\N	f	\N	668	\N	\N	\N	\N
218	12	94	\N	1987-06-19	1987-06-19	\N	1993-05-23	f	f	\N	f	\N	676	\N	\N	\N	\N
219	12	59	\N	1987-06-19	1987-06-19	\N	1993-05-16	f	f	\N	f	\N	655	\N	\N	\N	\N
220	12	37	\N	1987-06-19	1987-06-19	\N	1993-05-16	f	f	\N	f	\N	648	\N	\N	\N	\N
221	12	36	\N	1987-06-19	1987-06-19	\N	1993-05-19	f	f	\N	f	\N	650	\N	\N	\N	\N
222	12	79	\N	1987-06-19	1987-06-19	\N	1993-11-10	f	f	\N	f	\N	665	\N	\N	\N	\N
223	12	33	\N	1987-06-19	1987-06-19	\N	1993-05-10	f	f	\N	f	\N	659	\N	\N	\N	\N
224	12	98	\N	1987-06-19	1987-06-19	\N	1993-05-16	f	f	\N	f	\N	656	\N	\N	\N	\N
225	12	60	\N	1987-06-19	1987-10-15	\N	1993-05-02	f	f	\N	f	\N	691	\N	\N	\N	\N
228	12	87	\N	1987-06-19	1987-06-19	\N	1993-05-22	f	f	\N	f	\N	674	\N	\N	\N	\N
229	12	85	\N	1987-06-19	1987-06-19	\N	1993-05-17	f	f	\N	f	\N	666	\N	\N	\N	\N
230	12	61	\N	1987-06-19	1987-06-19	\N	1993-05-12	f	f	\N	f	\N	652	\N	\N	\N	\N
231	12	90	\N	1987-06-19	1987-06-19	\N	1993-05-07	f	f	\N	f	\N	675	\N	\N	\N	\N
232	12	39	41	1987-06-19	1987-06-19	\N	1993-05-19	f	f	\N	f	\N	661	\N	\N	\N	\N
233	12	39	41	1987-06-19	1987-06-19	\N	1988-07-05	f	f	\N	f	\N	664	\N	\N	\N	\N
235	12	39	41	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	693	\N	\N	\N	\N
237	12	102	\N	1987-06-19	1987-06-19	\N	1993-05-11	f	f	\N	f	\N	654	\N	\N	\N	\N
240	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	695	\N	\N	\N	\N
241	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	692	\N	\N	\N	\N
242	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	690	\N	\N	\N	\N
243	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	687	\N	\N	\N	\N
244	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	686	\N	\N	\N	\N
245	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	679	\N	\N	\N	\N
246	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	678	\N	\N	\N	\N
248	12	40	30	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	677	\N	\N	\N	\N
251	12	6	\N	1987-06-19	1987-06-19	\N	1993-05-07	f	f	\N	f	\N	662	\N	\N	\N	\N
254	10	39	29	1987-07-09	1987-07-09	\N	1993-06-15	f	f	\N	f	\N	117	\N	\N	\N	\N
255	10	39	41	1987-07-09	1987-07-09	\N	1993-06-15	f	f	\N	f	\N	115	\N	\N	\N	\N
256	10	39	41	1987-07-09	1987-07-09	\N	1993-06-15	f	f	\N	f	\N	114	\N	\N	\N	\N
257	12	39	41	1987-07-22	1987-07-22	\N	1993-06-15	f	f	\N	f	\N	1058	\N	\N	\N	\N
258	12	40	30	1987-07-22	1987-07-22	\N	1993-06-15	f	f	\N	f	\N	1056	\N	\N	\N	\N
260	12	39	41	1987-07-22	\N	\N	1993-06-15	f	f	\N	f	\N	1059	\N	\N	\N	\N
253	10	39	23	1987-07-09	1987-07-09	\N	1993-06-15	f	f	\N	f	\N	116	\N	\N	\N	\N
217	12	40	47	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	697	\N	\N	11	\N
236	12	40	48	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	682	\N	\N	10	\N
249	12	40	17	1987-06-19	\N	\N	1993-06-15	f	f	\N	f	\N	689	\N	\N	14	\N
194	12	21	\N	1987-06-12	1987-06-12	\N	1994-04-28	f	f	\N	f	\N	262	\N	\N	\N	\N
149	139	63	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	t	2020-06-05	\N	\N	\N	\N	\N
167	139	40	75	1987-06-04	2020-08-28	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
226	12	39	41	1987-06-19	2020-08-27	\N	\N	f	f	\N	f	\N	658	\N	\N	\N	\N
238	12	39	41	1987-06-19	2020-09-03	\N	\N	f	f	\N	f	\N	696	\N	\N	\N	\N
208	12	39	41	1987-06-19	\N	\N	2020-09-08	f	f	\N	f	\N	681	\N	\N	\N	\N
215	12	39	41	1987-06-19	2020-10-01	\N	\N	f	f	\N	f	\N	688	\N	\N	\N	\N
138	70	39	41	1987-05-20	2021-01-21	\N	2020-10-01	f	f	\N	f	\N	959	\N	\N	\N	\N
206	12	49	\N	1987-06-19	2003-02-24	\N	2003-02-24	f	f	\N	f	\N	680	\N	\N	\N	\N
261	12	24	\N	1987-07-22	1991-09-27	\N	1993-07-17	f	f	\N	f	\N	1055	\N	\N	\N	\N
262	10	60	\N	1987-10-19	1987-10-19	\N	1993-05-02	f	f	\N	f	\N	146	\N	\N	\N	\N
263	10	24	\N	1987-10-19	1987-10-19	\N	1993-07-17	f	f	\N	f	\N	147	\N	\N	\N	\N
151	139	40	75	1987-06-04	2019-02-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
197	12	39	41	1987-06-12	1987-06-12	\N	2022-09-05	f	f	\N	f	\N	260	\N	\N	\N	\N
172	139	40	75	1987-06-04	1987-09-22	\N	2022-09-07	f	f	\N	f	\N	\N	\N	\N	\N	\N
234	12	39	41	1987-06-19	\N	\N	1993-06-15	f	f	\N	t	2023-05-05	683	\N	\N	\N	\N
227	12	39	41	1987-06-19	2024-01-09	\N	\N	f	f	\N	f	\N	669	\N	\N	\N	\N
207	12	107	\N	1987-06-19	1987-06-19	\N	1993-05-18	f	f	\N	f	\N	672	\N	\N	\N	\N
199	12	110	\N	1987-06-12	1989-10-12	\N	1994-04-28	f	f	\N	f	\N	201	\N	\N	\N	\N
144	72	110	\N	1987-05-20	1989-10-12	\N	1994-04-28	f	f	\N	f	\N	985	\N	\N	\N	\N
331	13	60	\N	1988-09-12	1988-09-12	\N	1993-05-02	f	f	\N	f	\N	8	\N	\N	\N	\N
168	139	113	\N	1987-06-04	1987-09-22	\N	\N	f	f	\N	f	\N	\N	\N	\N	\N	\N
247	12	132	\N	1987-06-19	1987-06-19	\N	1993-05-11	f	f	\N	f	\N	671	\N	\N	\N	\N
332	13	39	41	1988-09-12	1988-09-12	\N	1993-06-15	f	f	\N	f	\N	2	\N	\N	\N	\N
333	13	62	\N	1988-09-12	1988-09-12	\N	1993-05-16	f	f	\N	f	\N	5	\N	\N	\N	\N
334	13	39	41	1988-09-12	1988-09-12	\N	\N	f	f	\N	f	\N	1	\N	\N	\N	\N
335	13	108	\N	1988-09-12	1988-09-12	\N	1993-05-08	f	f	\N	f	\N	7	\N	\N	\N	\N
336	13	48	\N	1988-09-12	1988-09-12	\N	1993-05-20	f	f	\N	f	\N	4	\N	\N	\N	\N
